0,3.7859e-05,5.541e-05,3.2099e-05,0.00071956
1,3.7853e-05,5.5401e-05,3.2099e-05,0.00071945
2,3.7836e-05,5.5376e-05,3.2099e-05,0.00071912
3,3.7807e-05,5.5334e-05,3.2099e-05,0.00071857
4,3.7767e-05,5.5275e-05,3.2099e-05,0.00071781
5,3.7715e-05,5.5199e-05,3.2099e-05,0.00071682
6,3.7651e-05,5.5106e-05,3.2099e-05,0.00071562
7,3.7577e-05,5.4997e-05,3.2099e-05,0.0007142
8,3.749e-05,5.487e-05,3.2099e-05,0.00071256
9,3.7393e-05,5.4727e-05,3.2099e-05,0.00071071
10,3.7284e-05,5.4568e-05,3.2099e-05,0.00070863
11,3.7163e-05,5.4392e-05,3.2099e-05,0.00070635
12,3.7032e-05,5.4199e-05,3.2099e-05,0.00070385
13,3.6889e-05,5.3989e-05,3.2099e-05,0.00070113
14,3.6734e-05,5.3764e-05,3.2099e-05,0.0006982
15,3.6569e-05,5.3522e-05,3.2099e-05,0.00069506
16,3.6392e-05,5.3263e-05,3.2099e-05,0.0006917
17,3.6205e-05,5.2988e-05,3.2099e-05,0.00068814
18,3.6006e-05,5.2698e-05,3.2099e-05,0.00068436
19,3.5796e-05,5.2391e-05,3.2099e-05,0.00068038
20,3.5576e-05,5.2068e-05,3.2099e-05,0.00067619
21,3.5344e-05,5.1729e-05,3.2099e-05,0.0006718
22,3.5102e-05,5.1375e-05,3.2099e-05,0.0006672
23,3.4849e-05,5.1005e-05,3.2099e-05,0.00066239
24,3.4586e-05,5.0619e-05,3.2099e-05,0.00065739
25,3.4312e-05,5.0218e-05,3.2099e-05,0.00065219
26,3.4027e-05,4.9802e-05,3.2099e-05,0.00064678
27,3.3732e-05,4.937e-05,3.2099e-05,0.00064118
28,3.3427e-05,4.8924e-05,3.2099e-05,0.00063539
29,3.3112e-05,4.8462e-05,3.2099e-05,0.0006294
30,3.2787e-05,4.7986e-05,3.2099e-05,0.00062322
31,3.2451e-05,4.7495e-05,3.2099e-05,0.00061685
32,3.2106e-05,4.699e-05,3.2099e-05,0.00061029
33,3.1751e-05,4.647e-05,3.2099e-05,0.00060355
34,3.1386e-05,4.5937e-05,3.2099e-05,0.00059662
35,3.1012e-05,4.5389e-05,3.2099e-05,0.00058952
36,3.0628e-05,4.4827e-05,3.2099e-05,0.00058223
37,3.0235e-05,4.4252e-05,3.2099e-05,0.00057476
38,2.9833e-05,4.3663e-05,3.2099e-05,0.00056712
39,2.9422e-05,4.3061e-05,3.2099e-05,0.00055931
40,2.9002e-05,4.2446e-05,3.2099e-05,0.00055133
41,2.8572e-05,4.1818e-05,3.2099e-05,0.00054318
42,2.8135e-05,4.1177e-05,3.2099e-05,0.00053487
43,2.7688e-05,4.0524e-05,3.2099e-05,0.00052639
44,2.7233e-05,3.9858e-05,3.2099e-05,0.00051775
45,2.677e-05,3.9181e-05,3.2099e-05,0.00050896
