0,3.7859e-05,5.541e-05,3.3226e-05,0.00071961
1,3.7853e-05,5.5401e-05,3.3226e-05,0.0007195
2,3.7836e-05,5.5376e-05,3.3226e-05,0.00071918
3,3.7807e-05,5.5334e-05,3.3226e-05,0.00071863
4,3.7767e-05,5.5275e-05,3.3226e-05,0.00071786
5,3.7715e-05,5.5199e-05,3.3226e-05,0.00071688
6,3.7651e-05,5.5106e-05,3.3226e-05,0.00071567
7,3.7577e-05,5.4997e-05,3.3226e-05,0.00071425
8,3.749e-05,5.487e-05,3.3226e-05,0.00071261
9,3.7393e-05,5.4727e-05,3.3226e-05,0.00071076
10,3.7284e-05,5.4568e-05,3.3226e-05,0.00070869
11,3.7163e-05,5.4392e-05,3.3226e-05,0.0007064
12,3.7032e-05,5.4199e-05,3.3226e-05,0.0007039
13,3.6889e-05,5.3989e-05,3.3226e-05,0.00070118
14,3.6734e-05,5.3764e-05,3.3226e-05,0.00069825
15,3.6569e-05,5.3522e-05,3.3226e-05,0.00069511
16,3.6392e-05,5.3263e-05,3.3226e-05,0.00069175
17,3.6205e-05,5.2988e-05,3.3226e-05,0.00068819
18,3.6006e-05,5.2698e-05,3.3226e-05,0.00068441
19,3.5796e-05,5.2391e-05,3.3226e-05,0.00068043
20,3.5576e-05,5.2068e-05,3.3226e-05,0.00067624
21,3.5344e-05,5.1729e-05,3.3226e-05,0.00067185
22,3.5102e-05,5.1375e-05,3.3226e-05,0.00066725
23,3.4849e-05,5.1005e-05,3.3226e-05,0.00066244
24,3.4586e-05,5.0619e-05,3.3226e-05,0.00065744
25,3.4312e-05,5.0218e-05,3.3226e-05,0.00065223
26,3.4027e-05,4.9802e-05,3.3226e-05,0.00064683
27,3.3732e-05,4.937e-05,3.3226e-05,0.00064123
28,3.3427e-05,4.8924e-05,3.3226e-05,0.00063543
29,3.3112e-05,4.8462e-05,3.3226e-05,0.00062945
30,3.2787e-05,4.7986e-05,3.3226e-05,0.00062327
31,3.2451e-05,4.7495e-05,3.3226e-05,0.0006169
32,3.2106e-05,4.699e-05,3.3226e-05,0.00061034
33,3.1751e-05,4.647e-05,3.3226e-05,0.00060359
34,3.1386e-05,4.5937e-05,3.3226e-05,0.00059667
35,3.1012e-05,4.5389e-05,3.3226e-05,0.00058956
36,3.0628e-05,4.4827e-05,3.3226e-05,0.00058227
37,3.0235e-05,4.4252e-05,3.3226e-05,0.00057481
38,2.9833e-05,4.3663e-05,3.3226e-05,0.00056717
39,2.9422e-05,4.3061e-05,3.3226e-05,0.00055935
40,2.9002e-05,4.2446e-05,3.3226e-05,0.00055137
41,2.8572e-05,4.1818e-05,3.3226e-05,0.00054322
42,2.8135e-05,4.1177e-05,3.3226e-05,0.00053491
43,2.7688e-05,4.0524e-05,3.3226e-05,0.00052643
44,2.7233e-05,3.9858e-05,3.3226e-05,0.00051779
45,2.677e-05,3.9181e-05,3.3226e-05,0.000509
46,2.6299e-05,3.8491e-05,3.3226e-05,0.00050005
47,2.582e-05,3.7789e-05,3.3226e-05,0.00049094
48,2.5333e-05,3.7076e-05,3.3226e-05,0.00048169
49,2.4838e-05,3.6352e-05,3.3226e-05,0.0004723
50,2.4335e-05,3.5617e-05,3.3226e-05,0.00046276
51,2.3825e-05,3.487e-05,3.3226e-05,0.00045307
52,2.3308e-05,3.4114e-05,3.3226e-05,0.00044326
53,2.2784e-05,3.3346e-05,3.3226e-05,0.0004333
54,2.2253e-05,3.2569e-05,3.3226e-05,0.00042322
55,2.1715e-05,3.1782e-05,3.3226e-05,0.00041301
56,2.117e-05,3.0985e-05,3.3226e-05,0.00040267
57,2.0619e-05,3.0178e-05,3.3226e-05,0.00039221
58,2.0062e-05,2.9363e-05,3.3226e-05,0.00038163
59,1.9499e-05,2.8538e-05,3.3226e-05,0.00037094
60,1.8929e-05,2.7705e-05,3.3226e-05,0.00036013
61,1.8354e-05,2.6863e-05,3.3226e-05,0.00034922
62,1.7774e-05,2.6013e-05,3.3226e-05,0.0003382
63,1.7188e-05,2.5155e-05,3.3226e-05,0.00032707
64,1.6596e-05,2.429e-05,3.3226e-05,0.00031586
65,1.6e-05,2.3417e-05,3.3226e-05,0.00030454
66,1.5399e-05,2.2537e-05,3.3226e-05,0.00029314
67,1.4793e-05,2.165e-05,3.3226e-05,0.00028164
68,1.4182e-05,2.0757e-05,3.3226e-05,0.00027007
69,1.3567e-05,1.9857e-05,3.3226e-05,0.00025841
70,1.2948e-05,1.8951e-05,3.3226e-05,0.00024668
71,1.2326e-05,1.804e-05,3.3226e-05,0.00023487
72,1.1699e-05,1.7123e-05,3.3226e-05,0.000223
73,1.1069e-05,1.62e-05,3.3226e-05,0.00021107
74,1.0435e-05,1.5273e-05,3.3226e-05,0.00019907
75,9.7986e-06,1.4341e-05,3.3226e-05,0.00018703
76,9.1589e-06,1.3405e-05,3.3226e-05,0.00017493
77,8.5164e-06,1.2464e-05,3.3226e-05,0.00016279
78,7.8713e-06,1.152e-05,3.3226e-05,0.00015061
79,7.2238e-06,1.0573e-05,3.3226e-05,0.00013839
80,6.5741e-06,9.6218e-06,3.3226e-05,0.00012616
81,5.9224e-06,8.668e-06,3.3226e-05,0.00011391
82,5.2689e-06,7.7115e-06,3.3226e-05,0.00010166
83,4.6138e-06,6.7527e-06,3.3226e-05,8.9426e-05
84,3.9573e-06,5.7919e-06,3.3226e-05,7.7235e-05
85,3.2996e-06,4.8293e-06,3.3226e-05,6.5129e-05
